age,postal_code,gender,size,cust_id,embed_text
60-70,Visakhapatnam,Female,L,351,"Customer ID: 351, Gender: Female, postal_code: Visakhapatnam, Age Range: 60-70, Size: L"
35-40,Delhi,Female,L,352,"Customer ID: 352, Gender: Female, postal_code: Delhi, Age Range: 35-40, Size: L"
25-30,Hyderabad,Female,S,354,"Customer ID: 354, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: S"
40-50,Hyderabad,Male,L,355,"Customer ID: 355, Gender: Male, postal_code: Hyderabad, Age Range: 40-50, Size: L"
25-30,Delhi,Female,M,356,"Customer ID: 356, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: M"
50-60,Mumbai,Female,XS,358,"Customer ID: 358, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XS"
20-25,Chennai,Female,S,362,"Customer ID: 362, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: S"
25-30,Chandigarh,Female,XL,363,"Customer ID: 363, Gender: Female, postal_code: Chandigarh, Age Range: 25-30, Size: XL"
25-30,Kolkata,Male,XL,368,"Customer ID: 368, Gender: Male, postal_code: Kolkata, Age Range: 25-30, Size: XL"
50-60,Kolkata,Male,S,369,"Customer ID: 369, Gender: Male, postal_code: Kolkata, Age Range: 50-60, Size: S"
40-50,Coimbatore,Female,S,370,"Customer ID: 370, Gender: Female, postal_code: Coimbatore, Age Range: 40-50, Size: S"
35-40,Guwahati,Female,L,371,"Customer ID: 371, Gender: Female, postal_code: Guwahati, Age Range: 35-40, Size: L"
35-40,Surat,Female,XS,373,"Customer ID: 373, Gender: Female, postal_code: Surat, Age Range: 35-40, Size: XS"
40-50,Chennai,Male,L,374,"Customer ID: 374, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: L"
40-50,Chandigarh,Female,M,376,"Customer ID: 376, Gender: Female, postal_code: Chandigarh, Age Range: 40-50, Size: M"
50-60,Mumbai,Female,XS,377,"Customer ID: 377, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XS"
40-50,Pune,Female,M,378,"Customer ID: 378, Gender: Female, postal_code: Pune, Age Range: 40-50, Size: M"
20-25,Delhi,Female,XS,380,"Customer ID: 380, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: XS"
20-25,Delhi,Female,M,381,"Customer ID: 381, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: M"
30-35,Mumbai,Female,XS,383,"Customer ID: 383, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: XS"
35-40,Pune,Female,XS,388,"Customer ID: 388, Gender: Female, postal_code: Pune, Age Range: 35-40, Size: XS"
25-30,Nagpur,Male,XL,392,"Customer ID: 392, Gender: Male, postal_code: Nagpur, Age Range: 25-30, Size: XL"
20-25,Bengaluru,Male,L,393,"Customer ID: 393, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: L"
25-30,Hyderabad,Male,XS,394,"Customer ID: 394, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: XS"
20-25,Visakhapatnam,Male,S,397,"Customer ID: 397, Gender: Male, postal_code: Visakhapatnam, Age Range: 20-25, Size: S"
15-20,Nagpur,Female,S,399,"Customer ID: 399, Gender: Female, postal_code: Nagpur, Age Range: 15-20, Size: S"
25-30,Visakhapatnam,Female,XL,400,"Customer ID: 400, Gender: Female, postal_code: Visakhapatnam, Age Range: 25-30, Size: XL"
40-50,Mumbai,Male,M,406,"Customer ID: 406, Gender: Male, postal_code: Mumbai, Age Range: 40-50, Size: M"
40-50,Jaipur,Female,XS,407,"Customer ID: 407, Gender: Female, postal_code: Jaipur, Age Range: 40-50, Size: XS"
20-25,Chennai,Male,XL,409,"Customer ID: 409, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: XL"
20-25,Hyderabad,Female,XS,413,"Customer ID: 413, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: XS"
60-70,Pune,Female,XS,414,"Customer ID: 414, Gender: Female, postal_code: Pune, Age Range: 60-70, Size: XS"
25-30,Visakhapatnam,Female,M,415,"Customer ID: 415, Gender: Female, postal_code: Visakhapatnam, Age Range: 25-30, Size: M"
25-30,Kolkata,Male,S,416,"Customer ID: 416, Gender: Male, postal_code: Kolkata, Age Range: 25-30, Size: S"
30-35,Surat,Female,XS,418,"Customer ID: 418, Gender: Female, postal_code: Surat, Age Range: 30-35, Size: XS"
40-50,Chandigarh,Female,L,419,"Customer ID: 419, Gender: Female, postal_code: Chandigarh, Age Range: 40-50, Size: L"
20-25,Patna,Female,S,426,"Customer ID: 426, Gender: Female, postal_code: Patna, Age Range: 20-25, Size: S"
40-50,Kolkata,Male,M,427,"Customer ID: 427, Gender: Male, postal_code: Kolkata, Age Range: 40-50, Size: M"
25-30,Chennai,Male,XL,428,"Customer ID: 428, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: XL"
35-40,Mumbai,Female,XS,429,"Customer ID: 429, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: XS"
40-50,Chennai,Female,L,431,"Customer ID: 431, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: L"
50-60,Mumbai,Male,XS,432,"Customer ID: 432, Gender: Male, postal_code: Mumbai, Age Range: 50-60, Size: XS"
20-25,Indore,Female,M,434,"Customer ID: 434, Gender: Female, postal_code: Indore, Age Range: 20-25, Size: M"
25-30,Mumbai,Female,XS,437,"Customer ID: 437, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: XS"
20-25,Chennai,Male,L,438,"Customer ID: 438, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: L"
40-50,Surat,Male,XL,439,"Customer ID: 439, Gender: Male, postal_code: Surat, Age Range: 40-50, Size: XL"
35-40,Mumbai,Female,XL,441,"Customer ID: 441, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: XL"
50-60,Kolkata,Female,L,442,"Customer ID: 442, Gender: Female, postal_code: Kolkata, Age Range: 50-60, Size: L"
40-50,Kolkata,Female,XL,443,"Customer ID: 443, Gender: Female, postal_code: Kolkata, Age Range: 40-50, Size: XL"
35-40,Guwahati,Female,M,444,"Customer ID: 444, Gender: Female, postal_code: Guwahati, Age Range: 35-40, Size: M"
40-50,Indore,Male,XL,447,"Customer ID: 447, Gender: Male, postal_code: Indore, Age Range: 40-50, Size: XL"
40-50,Pune,Male,XS,454,"Customer ID: 454, Gender: Male, postal_code: Pune, Age Range: 40-50, Size: XS"
50-60,Delhi,Female,M,458,"Customer ID: 458, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: M"
50-60,Delhi,Male,L,460,"Customer ID: 460, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: L"
50-60,Coimbatore,Male,XL,461,"Customer ID: 461, Gender: Male, postal_code: Coimbatore, Age Range: 50-60, Size: XL"
30-35,Hyderabad,Female,S,465,"Customer ID: 465, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: S"
25-30,Pune,Female,L,467,"Customer ID: 467, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: L"
30-35,Mumbai,Female,XL,468,"Customer ID: 468, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: XL"
20-25,Delhi,Female,XL,469,"Customer ID: 469, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: XL"
25-30,Chennai,Female,XS,470,"Customer ID: 470, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: XS"
30-35,Nagpur,Female,XS,472,"Customer ID: 472, Gender: Female, postal_code: Nagpur, Age Range: 30-35, Size: XS"
40-50,Mumbai,Female,XS,473,"Customer ID: 473, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: XS"
60-70,Chandigarh,Male,L,475,"Customer ID: 475, Gender: Male, postal_code: Chandigarh, Age Range: 60-70, Size: L"
25-30,Pune,Female,S,477,"Customer ID: 477, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: S"
40-50,Jaipur,Male,L,479,"Customer ID: 479, Gender: Male, postal_code: Jaipur, Age Range: 40-50, Size: L"
50-60,Hyderabad,Female,XS,480,"Customer ID: 480, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
50-60,Mumbai,Female,M,481,"Customer ID: 481, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: M"
50-60,Hyderabad,Female,L,482,"Customer ID: 482, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: L"
25-30,Hyderabad,Female,S,486,"Customer ID: 486, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: S"
25-30,Kolkata,Female,L,488,"Customer ID: 488, Gender: Female, postal_code: Kolkata, Age Range: 25-30, Size: L"
25-30,Delhi,Female,L,489,"Customer ID: 489, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: L"
50-60,Hyderabad,Female,XL,490,"Customer ID: 490, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
25-30,Surat,Female,M,492,"Customer ID: 492, Gender: Female, postal_code: Surat, Age Range: 25-30, Size: M"
25-30,Hyderabad,Male,M,493,"Customer ID: 493, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: M"
30-35,Bhopal,Female,XS,494,"Customer ID: 494, Gender: Female, postal_code: Bhopal, Age Range: 30-35, Size: XS"
20-25,Chennai,Female,M,495,"Customer ID: 495, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: M"
25-30,Chennai,Female,XS,499,"Customer ID: 499, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: XS"
25-30,Mumbai,Male,XL,503,"Customer ID: 503, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XL"
35-40,Delhi,Male,XS,504,"Customer ID: 504, Gender: Male, postal_code: Delhi, Age Range: 35-40, Size: XS"
35-40,Hyderabad,Female,XS,506,"Customer ID: 506, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: XS"
40-50,Coimbatore,Female,XL,507,"Customer ID: 507, Gender: Female, postal_code: Coimbatore, Age Range: 40-50, Size: XL"
25-30,Mumbai,Female,S,508,"Customer ID: 508, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: S"
50-60,Hyderabad,Female,S,509,"Customer ID: 509, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: S"
50-60,Coimbatore,Male,L,510,"Customer ID: 510, Gender: Male, postal_code: Coimbatore, Age Range: 50-60, Size: L"
20-25,Chennai,Female,M,511,"Customer ID: 511, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: M"
25-30,Coimbatore,Female,S,515,"Customer ID: 515, Gender: Female, postal_code: Coimbatore, Age Range: 25-30, Size: S"
20-25,Delhi,Male,M,516,"Customer ID: 516, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: M"
40-50,Bengaluru,Female,M,521,"Customer ID: 521, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: M"
20-25,Hyderabad,Female,M,522,"Customer ID: 522, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: M"
25-30,Mumbai,Male,L,523,"Customer ID: 523, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: L"
40-50,Chandigarh,Female,M,524,"Customer ID: 524, Gender: Female, postal_code: Chandigarh, Age Range: 40-50, Size: M"
50-60,Hyderabad,Female,S,525,"Customer ID: 525, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: S"
20-25,Mumbai,Male,M,526,"Customer ID: 526, Gender: Male, postal_code: Mumbai, Age Range: 20-25, Size: M"
20-25,Delhi,Male,XS,530,"Customer ID: 530, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: XS"
40-50,Hyderabad,Female,L,532,"Customer ID: 532, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: L"
25-30,Nagpur,Female,XS,533,"Customer ID: 533, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: XS"
35-40,Patna,Male,XS,534,"Customer ID: 534, Gender: Male, postal_code: Patna, Age Range: 35-40, Size: XS"
25-30,Delhi,Male,XS,535,"Customer ID: 535, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: XS"
25-30,Visakhapatnam,Male,XS,536,"Customer ID: 536, Gender: Male, postal_code: Visakhapatnam, Age Range: 25-30, Size: XS"
50-60,Indore,Female,L,537,"Customer ID: 537, Gender: Female, postal_code: Indore, Age Range: 50-60, Size: L"
20-25,Vadodara,Female,M,539,"Customer ID: 539, Gender: Female, postal_code: Vadodara, Age Range: 20-25, Size: M"
40-50,Bhopal,Female,XL,542,"Customer ID: 542, Gender: Female, postal_code: Bhopal, Age Range: 40-50, Size: XL"
25-30,Chennai,Female,M,544,"Customer ID: 544, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: M"
25-30,Bhopal,Male,L,545,"Customer ID: 545, Gender: Male, postal_code: Bhopal, Age Range: 25-30, Size: L"
25-30,Patna,Female,S,546,"Customer ID: 546, Gender: Female, postal_code: Patna, Age Range: 25-30, Size: S"
50-60,Hyderabad,Female,M,547,"Customer ID: 547, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: M"
50-60,Mumbai,Female,XS,549,"Customer ID: 549, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XS"
50-60,Pune,Female,XS,550,"Customer ID: 550, Gender: Female, postal_code: Pune, Age Range: 50-60, Size: XS"
25-30,Delhi,Female,XL,552,"Customer ID: 552, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XL"
20-25,Indore,Male,XL,553,"Customer ID: 553, Gender: Male, postal_code: Indore, Age Range: 20-25, Size: XL"
25-30,Mumbai,Male,XS,554,"Customer ID: 554, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XS"
60-70,Vadodara,Female,S,555,"Customer ID: 555, Gender: Female, postal_code: Vadodara, Age Range: 60-70, Size: S"
20-25,Jaipur,Female,XS,556,"Customer ID: 556, Gender: Female, postal_code: Jaipur, Age Range: 20-25, Size: XS"
50-60,Chennai,Male,M,558,"Customer ID: 558, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: M"
20-25,Mumbai,Female,XS,561,"Customer ID: 561, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: XS"
40-50,Bengaluru,Female,L,564,"Customer ID: 564, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: L"
20-25,Delhi,Female,XS,565,"Customer ID: 565, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: XS"
20-25,Bhopal,Female,XS,566,"Customer ID: 566, Gender: Female, postal_code: Bhopal, Age Range: 20-25, Size: XS"
20-25,Kolkata,Male,XL,567,"Customer ID: 567, Gender: Male, postal_code: Kolkata, Age Range: 20-25, Size: XL"
25-30,Surat,Female,XL,568,"Customer ID: 568, Gender: Female, postal_code: Surat, Age Range: 25-30, Size: XL"
30-35,Delhi,Female,L,569,"Customer ID: 569, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: L"
20-25,Bengaluru,Male,XL,570,"Customer ID: 570, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: XL"
20-25,Ahmedabad,Female,L,572,"Customer ID: 572, Gender: Female, postal_code: Ahmedabad, Age Range: 20-25, Size: L"
30-35,Delhi,Female,XS,576,"Customer ID: 576, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XS"
40-50,Chennai,Female,S,577,"Customer ID: 577, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: S"
30-35,Vadodara,Female,L,578,"Customer ID: 578, Gender: Female, postal_code: Vadodara, Age Range: 30-35, Size: L"
40-50,Hyderabad,Male,L,579,"Customer ID: 579, Gender: Male, postal_code: Hyderabad, Age Range: 40-50, Size: L"
25-30,Lucknow,Male,S,580,"Customer ID: 580, Gender: Male, postal_code: Lucknow, Age Range: 25-30, Size: S"
50-60,Indore,Male,L,582,"Customer ID: 582, Gender: Male, postal_code: Indore, Age Range: 50-60, Size: L"
20-25,Delhi,Female,L,583,"Customer ID: 583, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: L"
50-60,Hyderabad,Male,XL,586,"Customer ID: 586, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
30-35,Hyderabad,Female,L,587,"Customer ID: 587, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: L"
25-30,Mumbai,Male,S,590,"Customer ID: 590, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: S"
20-25,Bengaluru,Male,S,594,"Customer ID: 594, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: S"
20-25,Kolkata,Male,XS,595,"Customer ID: 595, Gender: Male, postal_code: Kolkata, Age Range: 20-25, Size: XS"
50-60,Bengaluru,Male,S,596,"Customer ID: 596, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: S"
25-30,Lucknow,Female,XS,598,"Customer ID: 598, Gender: Female, postal_code: Lucknow, Age Range: 25-30, Size: XS"
30-35,Lucknow,Female,S,600,"Customer ID: 600, Gender: Female, postal_code: Lucknow, Age Range: 30-35, Size: S"
25-30,Hyderabad,Male,XL,601,"Customer ID: 601, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: XL"
50-60,Hyderabad,Female,XL,605,"Customer ID: 605, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
30-35,Vadodara,Female,XL,608,"Customer ID: 608, Gender: Female, postal_code: Vadodara, Age Range: 30-35, Size: XL"
40-50,Hyderabad,Female,M,609,"Customer ID: 609, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: M"
20-25,Bengaluru,Female,L,610,"Customer ID: 610, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: L"
50-60,Hyderabad,Female,XS,611,"Customer ID: 611, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
20-25,Surat,Male,XS,612,"Customer ID: 612, Gender: Male, postal_code: Surat, Age Range: 20-25, Size: XS"
20-25,Chennai,Male,S,613,"Customer ID: 613, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: S"
20-25,Mumbai,Female,S,614,"Customer ID: 614, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: S"
40-50,Lucknow,Female,M,616,"Customer ID: 616, Gender: Female, postal_code: Lucknow, Age Range: 40-50, Size: M"
20-25,Jaipur,Female,XS,617,"Customer ID: 617, Gender: Female, postal_code: Jaipur, Age Range: 20-25, Size: XS"
35-40,Lucknow,Male,XL,619,"Customer ID: 619, Gender: Male, postal_code: Lucknow, Age Range: 35-40, Size: XL"
30-35,Mumbai,Female,S,621,"Customer ID: 621, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: S"
30-35,Patna,Female,M,623,"Customer ID: 623, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: M"
20-25,Lucknow,Female,L,625,"Customer ID: 625, Gender: Female, postal_code: Lucknow, Age Range: 20-25, Size: L"
25-30,Chandigarh,Male,XL,627,"Customer ID: 627, Gender: Male, postal_code: Chandigarh, Age Range: 25-30, Size: XL"
35-40,Bengaluru,Male,L,630,"Customer ID: 630, Gender: Male, postal_code: Bengaluru, Age Range: 35-40, Size: L"
20-25,Bengaluru,Female,L,631,"Customer ID: 631, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: L"
60-70,Nagpur,Female,XL,634,"Customer ID: 634, Gender: Female, postal_code: Nagpur, Age Range: 60-70, Size: XL"
30-35,Bengaluru,Male,XS,635,"Customer ID: 635, Gender: Male, postal_code: Bengaluru, Age Range: 30-35, Size: XS"
20-25,Delhi,Female,XS,638,"Customer ID: 638, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: XS"
40-50,Surat,Female,S,639,"Customer ID: 639, Gender: Female, postal_code: Surat, Age Range: 40-50, Size: S"
25-30,Delhi,Male,L,640,"Customer ID: 640, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: L"
35-40,Bengaluru,Female,XL,642,"Customer ID: 642, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: XL"
60-70,Chennai,Female,L,645,"Customer ID: 645, Gender: Female, postal_code: Chennai, Age Range: 60-70, Size: L"
60-70,Bengaluru,Male,S,646,"Customer ID: 646, Gender: Male, postal_code: Bengaluru, Age Range: 60-70, Size: S"
70-80,Chennai,Female,L,649,"Customer ID: 649, Gender: Female, postal_code: Chennai, Age Range: 70-80, Size: L"
25-30,Hyderabad,Male,L,650,"Customer ID: 650, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: L"
30-35,Pune,Male,XL,651,"Customer ID: 651, Gender: Male, postal_code: Pune, Age Range: 30-35, Size: XL"
50-60,Nagpur,Male,XL,656,"Customer ID: 656, Gender: Male, postal_code: Nagpur, Age Range: 50-60, Size: XL"
40-50,Chandigarh,Female,XL,657,"Customer ID: 657, Gender: Female, postal_code: Chandigarh, Age Range: 40-50, Size: XL"
20-25,Delhi,Female,XS,658,"Customer ID: 658, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: XS"
25-30,Kolkata,Female,S,659,"Customer ID: 659, Gender: Female, postal_code: Kolkata, Age Range: 25-30, Size: S"
25-30,Nagpur,Female,M,660,"Customer ID: 660, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: M"
20-25,Delhi,Male,XL,662,"Customer ID: 662, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: XL"
40-50,Nagpur,Female,S,663,"Customer ID: 663, Gender: Female, postal_code: Nagpur, Age Range: 40-50, Size: S"
40-50,Chennai,Male,XS,666,"Customer ID: 666, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: XS"
40-50,Delhi,Female,S,668,"Customer ID: 668, Gender: Female, postal_code: Delhi, Age Range: 40-50, Size: S"
70-80,Bengaluru,Female,S,669,"Customer ID: 669, Gender: Female, postal_code: Bengaluru, Age Range: 70-80, Size: S"
40-50,Chennai,Male,M,670,"Customer ID: 670, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: M"
15-20,Jaipur,Male,M,671,"Customer ID: 671, Gender: Male, postal_code: Jaipur, Age Range: 15-20, Size: M"
25-30,Indore,Male,M,672,"Customer ID: 672, Gender: Male, postal_code: Indore, Age Range: 25-30, Size: M"
20-25,Bengaluru,Female,XL,673,"Customer ID: 673, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: XL"
30-35,Chennai,Male,XS,674,"Customer ID: 674, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: XS"
