image,gender,color,material,sleeve,pattern,neckline,style,category,item_ID
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D913AD0>,Female,Black White,Lace,Sleeveless,,,,Jumpsuits Overalls & Rompers,1000226
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D8C7BF0>,Female,,,,Geometric,Off The Shoulder,Vintage Retro,,1000227
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77D928560>,Female,Black,Cotton,Sleeveless,,,Spaghetti Straps,Crop Tops,1000228
<PIL.Image.Image image mode=RGB size=375x600 at 0x79C77D928950>,Female,,Silk,Short Sleeves,Floral,Square Necked,Summer,Casual Dresses,1000229
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9287D0>,Female,,,Long Sleeved,,V-Necks,,,100023
<PIL.Image.Image image mode=RGB size=400x400 at 0x79C77D923500>,Female,Blue,Linen,Short Sleeves,Floral,Round Neck,Summer,Casual Dresses,1000230
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D923590>,Female,,Chiffon,Puff Sleeves,,Round Neck,Bodycon,Dresses,1000232
<PIL.Image.Image image mode=RGB size=600x493 at 0x79C77D929A30>,Female,Black,,Long Sleeved,,,Vintage Retro,Dresses,1000233
<PIL.Image.Image image mode=RGB size=553x600 at 0x79C77D9234A0>,Female,Pink Purple,Lace,,,,,Underwear,1000235
<PIL.Image.Image image mode=RGB size=373x359 at 0x79C77D922450>,Female,Black Green Pink,Cotton,Long Sleeved,,Turtlenecks,Asymmetric,Blouses,1000236
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77D9205C0>,Neutral,,Nylon,,Camouflage,,,Raincoats,1000237
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D913A10>,Female,,Chiffon,Puff Sleeves,,Off The Shoulder,Peplum,Blouses,1000238
<PIL.Image.Image image mode=RGB size=600x560 at 0x79C77D922BA0>,Female,,,Sleeveless,,Turtlenecks,Bodycon,Costumes & Cosplay,1000239
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D8F6D80>,Male,Black White,Cotton,Sleeveless,Camouflage,Racerback,,Vests,100024
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DEFFC50>,Female,Black Gray Yellow,Polyester,Long Sleeved,,Collared,Pleated,Casual Dresses,1000240
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D928FE0>,Male,Red,Fleece,Long Sleeved,,,,Fashion Sets,1000243
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D928C20>,Female,Black Red,Cotton,Long Sleeved,Ruched,Off The Shoulder,,Crop Tops,1000244
<PIL.Image.Image image mode=RGB size=497x497 at 0x79C77D928F20>,Male,,,Short Sleeves,Stripes,V-Necks,,Dress Shirts,1000245
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92AC60>,Female,Pink,,,Floral,,Printed,Casual Shoes,1000248
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92AFC0>,Female,Black Pink White,Polyester,Long Sleeved,Ruffles,Off The Shoulder,Peplum,Blouses,1000249
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92B290>,Male,,,Sleeveless,Galaxy,Racerback,,Vests,100025
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92B680>,Female,,,,,,Pleated,Pencil Skirts,1000250
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92BA70>,Female,,Leather,Long Sleeved,,Round Neck,,Leggings,1000251
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92BA10>,Female,Blue,,,Crochet,V-Necks,,Swimsuits,1000252
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93C650>,Female,Black Gray Green Red,,,,,Pleated,Skirts,1000253
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D908F50>,Female,,Chiffon,Sleeveless,,Round Neck,Summer,Dresses,1000254
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9138C0>,Female,Black Blue Gray,,Sleeveless,,Backless Dresses,Spaghetti Straps,,1000255
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77D93DAF0>,Female,Blue Green Purple,Chiffon,Long Sleeved,,Round Neck,,Blouses,1000256
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D913F20>,Female,Black Blue Green,,Long Sleeved,,Collared,Pleated,Dresses,1000257
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93E690>,Male,,Spandex,,Camouflage,,,Athletic Shorts,1000258
<PIL.Image.Image image mode=RGB size=429x600 at 0x79C77D93D610>,Female,Blue,,Sleeveless,Ruched,Shoulder Drapes,Bodycon,,1000261
<PIL.Image.Image image mode=RGB size=416x409 at 0x79C77D93E810>,Male,,Denim,,Ripped,,,Jeans,1000262
<PIL.Image.Image image mode=RGB size=569x600 at 0x79C77D92A300>,Male,Blue,Denim,,Ripped,,Vintage Retro,Baggy Jeans,1000263
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92B140>,Female,Blue White,Chiffon,Sleeveless,,Round Neck,Pleated,Dresses,1000264
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92B740>,Female,Black Blue,Chiffon Lace,Sleeveless,,V-Necks,Summer,Dresses,1000265
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93C4A0>,Female,,,Long Sleeved,,V-Necks,Bodycon,Dresses,1000266
<PIL.Image.Image image mode=RGB size=489x600 at 0x79C77D93CB00>,Female,White,Lace,Strapless,Ruffles,Sweetheart Neckline,,Wedding Dresses,1000267
<PIL.Image.Image image mode=RGB size=378x600 at 0x79C77D93C7D0>,Female,,Knit,Long Sleeved,Fringe,Round Neck,,Pullover Sweaters,1000268
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93F5F0>,Female,,,,Floral,Backless Dresses,,Swimsuits,100027
<PIL.Image.Image image mode=RGB size=600x598 at 0x79C77D913B00>,Female,,Wool,Long Sleeved,,Round Neck,Pleated,Dresses,1000270
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93FE30>,Female,Blue,Polyester Spandex,,,,,Swimsuits,1000272
<PIL.Image.Image image mode=RGB size=387x541 at 0x79C77D944380>,Male,,,Long Sleeved,,,,Peacoats,1000273
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D944740>,Female,Gray,Polyester Spandex,Long Sleeved,Ruched,V-Necks,Asymmetric,Dresses,1000274
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D944110>,Female,,Leather,Sleeveless,,Shoulder Drapes,Bodycon,Dresses,1000275
<PIL.Image.Image image mode=RGB size=377x600 at 0x79C77D944C50>,Male,,,,,,,Casual Pants,1000276
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93DA60>,Female,Black Gray Red,,Long Sleeved,,Turtlenecks,Embroidered,,1000277
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93E300>,Female,Black,Cotton Polyester Spandex,Long Sleeved,Fringe,Round Neck,Tunic,,1000278
<PIL.Image.Image image mode=RGB size=571x600 at 0x79C77D93D370>,Neutral,White,,Strapless,Sequins,Off The Shoulder,Bodycon,Skirts,1000279
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93F170>,Neutral,,Lace,,Mesh,V-Necks,Summer,Swimsuit Cover-ups,100028
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D913890>,Female,,Velvet,Sleeveless,,Turtlenecks,Spaghetti Straps,Party Dresses,1000280
<PIL.Image.Image image mode=RGB size=600x598 at 0x79C77D945D30>,Female,Black Red White,Lace,,Mesh,V-Necks,Spaghetti Straps,Nightgowns,1000281
<PIL.Image.Image image mode=RGB size=546x600 at 0x79C77D944230>,Male,,,,,,,Cargo Pants,1000282
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9460C0>,Female,Black Gray Red,Cotton,,,,,Sweatpants,1000283
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D9465A0>,Female,Black Green White,,Puff Sleeves,Ruffles,V-Necks,Peplum,Blouses,1000284
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D9464B0>,Female,,Spandex,Long Sleeved,,Round Neck,Bodycon,Clubbing Dresses,1000286
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D945850>,Female,Black Red,,Sleeveless,,,Summer,Casual Dresses,1000288
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D945310>,Female,Black Blue,,Long Sleeved,,Round Neck,,Athletic Sets,1000289
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D944FB0>,Female,Black Red,,Long Sleeved,Ruched,V-Necks,Bodycon,Dresses,100029
<PIL.Image.Image image mode=RGB size=600x516 at 0x79C77D9468A0>,Female,,Spandex,,,,,Leggings,1000290
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D947BC0>,Female,,,,,,Peplum,Casual Pants,1000291
<PIL.Image.Image image mode=RGB size=500x600 at 0x79C77D954260>,Female,Black White,Polyester,Sleeveless,,Round Neck,Bodycon,Clubbing Dresses,1000293
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93D730>,Male,,,Short Sleeves,,Round Neck,,Athletic Shirts,1000294
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D954C20>,Female,Black Blue Green,Faux Fur,Long Sleeved,Quilted,,Furry,Bubble Coats,1000296
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D954FE0>,Neutral,,,,Camouflage,,,Raincoats,1000297
<PIL.Image.Image image mode=RGB size=459x600 at 0x79C77D955100>,Male,,,Long Sleeved,,Collared,,Dress Shirts,1000298
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D947020>,Male,,Nylon,,,,Printed,Swimsuits,1000299
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D945460>,Female,,Nylon,,,,Spaghetti Straps,Lingerie Sleepwear & Underwear,100030
<PIL.Image.Image image mode=RGB size=330x600 at 0x79C77D946B10>,Male,,Denim,,Ripped,,,Jeans,1000302
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93D940>,Neutral,,,Long Sleeved,,V-Necks,Wrap,,1000303
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93CF20>,Female,Black Blue Gray,,,,,,Robes,1000308
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92B860>,Female,,,Sleeveless,Floral,Backless Dresses,Spaghetti Straps,,1000309
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D956030>,Neutral,,Lace,Sleeveless,,Round Neck,Vintage Retro,Dresses,100031
<PIL.Image.Image image mode=RGB size=600x599 at 0x79C77D955C40>,Female,,,Long Sleeved,,Off The Shoulder,Bodycon,Dresses,1000310
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D956540>,Male,Black Blue Gray Green,,,Camouflage,,,Cargo Pants,1000311
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9562A0>,Female,Blue,Spandex,,,,,Yoga Pants,1000315
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D955610>,Female,Black Green Pink Yellow,,Long Sleeved,,Round Neck,Tunic,Casual Dresses,1000316
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77D955910>,Female,,Chiffon,Long Sleeved,,Round Neck,Printed,Casual Dresses,1000317
<PIL.Image.Image image mode=RGB size=500x480 at 0x79C77D955460>,Female,,Lace,Sleeveless,,Sweetheart Neckline,Bodycon,Party Dresses,1000319
<PIL.Image.Image image mode=RGB size=600x480 at 0x79C77D957800>,Female,,Faux Fur,Long Sleeved,,Collared,Furry,,100032
<PIL.Image.Image image mode=RGB size=417x600 at 0x79C77D957BC0>,Female,Blue,,Strapless,Sequins,Sweetheart Neckline,Beaded,Party Dresses,1000320
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D957EC0>,Male,Black Blue Gray,Polyester,Long Sleeved,Pin Stripes,Collared,,Dress Shirts,1000321
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D960590>,Female,,,Long Sleeved,,Off The Shoulder,Bodycon,Dresses,1000322
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D960950>,Female,Black White,Polyester,,Stripes,,,Harem Pants,1000323
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9605F0>,Male,Black Gray,Wool,Long Sleeved,,Turtlenecks,,,1000326
<PIL.Image.Image image mode=RGB size=529x600 at 0x79C77D960DD0>,Female,Blue,Polyester,Long Sleeved,,Sweetheart Neckline,Bandage,Cocktail Dresses,1000327
<PIL.Image.Image image mode=RGB size=546x600 at 0x79C77D93F200>,Female,Blue Purple Red White,Cotton Linen,Sleeveless,,Off The Shoulder,Asymmetric,Dresses,1000329
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9562D0>,Female,Blue,,,,,,Yoga Pants,100033
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9571A0>,Female,Black Gray Pink White,Cotton,,,,,Thigh Highs,1000330
<PIL.Image.Image image mode=RGB size=334x600 at 0x79C77D9478F0>,Female,,Polyester Spandex,Strapless,Floral,Sweetheart Neckline,Bodycon,Dresses,1000333
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D956F60>,Female,Gray White Yellow,Knit,Long Sleeved,,Turtlenecks,Furry,,1000335
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D961E20>,Male,,,Long Sleeved,,Collared,,Dress Shirts,1000336
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D961EB0>,Female,,Polyester,Sleeveless,Ruched,U-Necks,,Tank Tops,1000337
<PIL.Image.Image image mode=RGB size=600x536 at 0x79C77D962330>,Female,Black Gray,,Long Sleeved,,Round Neck,Tunic,Dresses,1000338
<PIL.Image.Image image mode=RGB size=310x310 at 0x79C77D962780>,Female,,Nylon Spandex,,,,,Swimsuits,1000339
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D962690>,Female,,Wool,Long Sleeved,,Collared,Furry,Trench Coats,100034
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D960FB0>,Neutral,,Denim,Long Sleeved,,,,Jackets,1000340
<PIL.Image.Image image mode=RGB size=360x460 at 0x79C77D9634D0>,Female,,,Sleeveless,,Sweetheart Neckline,Bandage,Party Dresses,1000341
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D956150>,Female,Black Gray,Fleece,,,,,Fashion Sets,1000342
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D929F70>,Female,Black White,,Long Sleeved,,Round Neck,,Pullover Sweaters,1000343
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D963AA0>,Female,,Nylon Polyester,,Floral Ruffles,,,Swimsuits,1000344
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D961460>,Male,Silver,,Long Sleeved,,,,Dresses,1000345
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D963A40>,Female,,,,Stripes,Off The Shoulder,,Capes & Capelets,1000347
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77D9620C0>,Neutral,Black Green Yellow,Fleece,,Camouflage,,,Cargo Pants,1000348
<PIL.Image.Image image mode=RGB size=468x600 at 0x79C77D970410>,Female,Beige Black Blue,Knit,Long Sleeved,,Round Neck,,Cardigans,1000349
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D970800>,Female,,Polyester,Sleeveless,,V-Necks,Pleated,Casual Dresses,100035
<PIL.Image.Image image mode=RGB size=341x390 at 0x79C77D963200>,Male,,,,Stripes,,,Swim Trunks,1000351
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9631D0>,Female,Black Blue Green Red,,Long Sleeved,,Off The Shoulder,,,1000352
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D955BE0>,Female,Black Red,,Long Sleeved,,Off The Shoulder,Bodycon,Dresses,1000353
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D971760>,Female,Black Red White,,Sleeveless,Ruffles,Off The Shoulder,,Jumpsuits Overalls & Rompers,1000354
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D971550>,Female,White,Chiffon,Long Sleeved,Sequins,Collared,,Blouses,1000355
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77D971CD0>,Female,,,Sleeveless,,Sweetheart Neckline,Beaded,,1000356
<PIL.Image.Image image mode=RGB size=583x600 at 0x79C77E676180>,Male,,,,,,,Shorts,1000357
<PIL.Image.Image image mode=RGB size=600x484 at 0x79C77D956AB0>,Female,Black,,Long Sleeved,,,Bodycon,Leggings,1000359
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D963620>,Female,Black,Polyester Spandex,,Floral,,,Bikinis,100036
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77D972480>,Male,,Cotton,Long Sleeved,Plaid,Collared,Printed,Dress Shirts,1000360
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D970B00>,Female,White,Silk,Sleeveless,Floral,Backless Dresses,Embroidered,Jumpsuits Overalls & Rompers,1000361
<PIL.Image.Image image mode=RGB size=336x600 at 0x79C77D971040>,Female,,Polyester,Long Sleeved,,V-Necks,Bodycon,Cocktail Dresses,1000365
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D970B60>,Female,,Cotton,Long Sleeved,,Off The Shoulder,Tunic,Blouses,1000366
<PIL.Image.Image image mode=RGB size=531x600 at 0x79C77D973260>,Neutral,Black Blue Pink Purple White,Nylon Spandex,,,,,Capri Pants,1000367
<PIL.Image.Image image mode=RGB size=442x490 at 0x79C77D973290>,Female,,Wool,Long Sleeved,,,,,1000368
<PIL.Image.Image image mode=RGB size=434x415 at 0x79C77D9739B0>,Male,,,,,,,Athletic Shorts,100037
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D973380>,Female,Gray,Knit,Long Sleeved,,Off The Shoulder,,,1000370
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97C470>,Female,,Lace,Sleeveless,,,Pleated,Nightgowns,1000371
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97C830>,Male,,Polyester Spandex,,,,,Jerseys,1000372
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97C8C0>,Female,Black,Spandex,Sleeveless,Mesh,V-Necks,Hollow-Out,Dresses,1000374
<PIL.Image.Image image mode=RGB size=484x484 at 0x79C77D972D50>,Male,Blue,Cotton Polyester Rayon,Short Sleeves,,Round Neck,Printed,T-Shirts,1000375
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D972C30>,Neutral,Blue,,Sleeveless,,V-Necks,Vintage Retro,Dresses,1000377
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97D820>,Male,,Silk,Short Sleeves,,Round Neck,Printed,Costumes & Cosplay,1000378
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97DBB0>,Female,,Cotton Nylon Polyester,,,,,Trousers,1000379
<PIL.Image.Image image mode=RGB size=588x600 at 0x79C77D973F50>,Female,,Lace,Strapless,,Sweetheart Neckline,Beaded,Prom Dresses,100038
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9736E0>,Male,,Cashmere,,Quilted,,,Jackets,1000380
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9731A0>,Female,Black White,Polyester,,,Backless Dresses,,Swimsuits,1000384
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D962150>,Female,Black Blue Pink,,,,Collared,,Suits & Blazers,1000385
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9542C0>,Female,Pink White Yellow,Chiffon,Sleeveless,,Round Neck,Summer,,1000386
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97DE20>,Female,Black,Chiffon,Sleeveless,Floral,Round Neck,Pleated,Skirts,1000387
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77D97CF50>,Female,,Polyester Spandex,,Floral,,,Bikinis,1000391
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D946A50>,Female,,,Sleeveless,,V-Necks,Wrap,Dresses,1000392
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97C980>,Female,Black Blue Pink Purple,Knit,Long Sleeved,Ruffles,Round Neck,Bodycon,Skirts,1000393
<PIL.Image.Image image mode=RGB size=574x600 at 0x79C77D97F8C0>,Female,,,Short Sleeves,,Off The Shoulder,Summer,Blouses,1000394
<PIL.Image.Image image mode=RGB size=407x600 at 0x79C77D97F950>,Female,,Faux Fur Wool,Long Sleeved,,V-Necks,Furry,Jackets,1000397
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97FD40>,Female,,,,Camouflage,,,Shorts,1000398
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D988410>,Female,Black Red White,Polyester,Short Sleeves,,Collared,Peplum,Blouses,1000399
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D988800>,Male,,,Long Sleeved,,V-Necks,,Jackets,10004
<PIL.Image.Image image mode=RGB size=407x407 at 0x79C77D988620>,Female,Black Blue Red White,Cotton,Long Sleeved,,Off The Shoulder,,,1000400
<PIL.Image.Image image mode=RGB size=310x310 at 0x79C77D988860>,Female,,Denim,Sleeveless,Ripped,,Vintage Retro,Skinny Jeans,1000402
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97E480>,Female,Blue,,,,,Pleated,Boots,1000403
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97E540>,Female,,Denim,,,,Pleated,Skirts,1000406
<PIL.Image.Image image mode=RGB size=430x600 at 0x79C77D989AF0>,Female,Black Blue Pink,Polyester,Sleeveless,,Backless Dresses,Spaghetti Straps,,1000409
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D961AF0>,Female,Blue Multi Color Red White,Lace,Sleeveless,,V-Necks,Pleated,Dresses,100041
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D98A000>,Female,Black,Knit,Long Sleeved,,,,Jackets,1000410
<PIL.Image.Image image mode=RGB size=367x361 at 0x79C77D989D90>,Female,Black,Lace Polyester,Long Sleeved,,Round Neck,Bodycon,Casual Dresses,1000411
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D98A660>,Female,Blue,Denim,Sleeveless,Tie Dye,Round Neck,Summer,Casual Dresses,1000412
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D98AB70>,Male,,Polyester,Long Sleeved,,Round Neck,,Hoodies & Sweatshirts,1000413
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9452B0>,Female,Blue Pink,,Sleeveless,,Racerback,,,1000414
<PIL.Image.Image image mode=RGB size=600x549 at 0x79C77D97FAD0>,Male,Black White,,Long Sleeved,,Collared,,Dress Shirts,1000415
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D988EC0>,Female,Black Blue Pink Red,,Sleeveless,Fringe,,,Dance Wear,1000416
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D988EF0>,Male,,,Long Sleeved,,Backless Dresses,,Hoodies & Sweatshirts,1000417
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C79FFF7350>,Female,,Silk,Long Sleeved,,V-Necks,,Nightgowns,1000418
<PIL.Image.Image image mode=RGB size=398x600 at 0x79C77D97EB40>,Female,,Lace,Sleeveless,Floral,V-Necks,Spaghetti Straps,Lingerie Sleepwear & Underwear,1000419
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D945370>,Female,,Knit,Long Sleeved,,Turtlenecks,Tunic,Dress Shirts,100042
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9884D0>,Female,,,Long Sleeved,,Off The Shoulder,Bodycon,Dresses,1000420
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D98B530>,Female,,Polyester,Sleeveless,,Round Neck,Summer,Casual Dresses,1000421
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D98B680>,Female,Yellow,Lace,Sleeveless,,V-Necks,Pleated,Dresses,1000422
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D98B590>,Female,Blue,Velvet,Sleeveless,,,Pleated,Skirts,1000424
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D98B980>,Female,Black Blue Red White,Tulle,,Ruffles,,,Petticoats,1000425
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97FBC0>,Female,Black,,Long Sleeved,,Off The Shoulder,,,1000426
